日期,单位净值,累计净值,涨跌幅
2016-03-30,0.824,0.839,1.603
2016-03-29,0.811,0.826,-2.1713
2016-03-28,0.829,0.844,2.3457
2016-03-25,0.81,0.825,1.25
2016-03-24,0.8,0.815,1.2658
2016-03-23,0.79,0.805,-0.1264
2016-03-22,0.791,0.806,0.5083
2016-03-21,0.787,0.802,1.287
2016-03-18,0.777,0.792,1.1719
2016-03-17,0.768,0.783,1.5873
2016-03-16,0.756,0.771,-0.7874
2016-03-15,0.762,0.777,0.1314
2016-03-14,0.761,0.776,0.5284
2016-03-11,0.757,0.772,-0.6562
2016-03-10,0.762,0.777,0.9272
2016-03-09,0.755,0.77,-1.3072
2016-03-08,0.765,0.78,-0.7782
2016-03-07,0.771,0.786,0.9162
2016-03-04,0.764,0.779,2.0027
2016-03-03,0.749,0.764,1.4905
2016-03-02,0.738,0.753,4.5326
2016-03-01,0.706,0.721,2.1708
2016-02-29,0.691,0.706,-3.7604
2016-02-26,0.718,0.733,1.6997
2016-02-25,0.706,0.721,-5.741
2016-02-24,0.749,0.764,0.2677
2016-02-23,0.747,0.762,2.6099
2016-02-22,0.728,0.743,2.391
2016-02-19,0.711,0.726,-0.2805
2016-02-18,0.713,0.728,-0.8345
2016-02-17,0.719,0.734,0
2016-02-16,0.719,0.734,2.7143
2016-02-15,0.7,0.715,-1.6854
2016-02-05,0.712,0.727,-1.7931
2016-02-04,0.725,0.74,0.6944
2016-02-03,0.72,0.735,-0.1387
2016-02-02,0.721,0.736,1.5493
2016-02-01,0.71,0.725,0.4243
2016-01-29,0.707,0.722,3.3626
2016-01-28,0.684,0.699,-3.1161
2016-01-27,0.706,0.721,-0.5634
2016-01-26,0.71,0.725,-3.9242
2016-01-25,0.739,0.754,1.6506
2016-01-22,0.727,0.742,0.6925
2016-01-21,0.722,0.737,-2.4324
2016-01-20,0.74,0.755,-2.1164
2016-01-19,0.756,0.771,3.5616
2016-01-18,0.73,0.745,0.9682
2016-01-15,0.723,0.738,-2.953
2016-01-14,0.745,0.76,2.0548
2016-01-13,0.73,0.745,-0.8152
2016-01-12,0.736,0.751,-0.1357
2016-01-11,0.737,0.752,-5.8748
2016-01-08,0.783,0.798,1.4249
2016-01-07,0.772,0.787,-6.988
2016-01-06,0.83,0.845,1.7157
2016-01-05,0.816,0.831,0.8653
2016-01-04,0.809,0.824,-6.9045
2015-12-31,0.869,0.884,0.3464
2015-12-30,0.866,0.881,0.3476
2015-12-29,0.863,0.878,1.889
2015-12-28,0.847,0.862,-1.854
2015-12-25,0.863,0.878,-1.0321
2015-12-24,0.872,0.887,0.2299
2015-12-23,0.87,0.885,-1.1364
2015-12-22,0.88,0.895,-0.6772
2015-12-21,0.886,0.901,5.9809
2015-12-18,0.836,0.851,2.2005
2015-12-17,0.818,0.833,1.7413
2015-12-16,0.804,0.819,-0.8631
2015-12-15,0.811,0.826,0.8069
2015-12-14,0.819,0.819,1.8657
2015-12-11,0.804,0.804,0.1245
2015-12-10,0.803,0.803,-0.6188
2015-12-09,0.808,0.808,0.1239
2015-12-08,0.807,0.807,-2.6538
2015-12-07,0.829,0.829,0
2015-12-04,0.829,0.829,-1.1919
2015-12-03,0.839,0.839,0.1193
2015-12-02,0.838,0.838,3.075
2015-12-01,0.813,0.813,1.7522
2015-11-30,0.799,0.799,0.5031
2015-11-27,0.795,0.795,-4.2169
2015-11-26,0.83,0.83,-0.8363
2015-11-25,0.837,0.837,0.8434
2015-11-24,0.83,0.83,-0.3601
2015-11-23,0.833,0.833,-0.8333
2015-11-20,0.84,0.84,-0.1189
2015-11-19,0.841,0.841,0.7186
2015-11-18,0.835,0.835,-0.7134
2015-11-17,0.841,0.841,0.4779
2015-11-16,0.837,0.837,0.8434
2015-11-13,0.83,0.83,-2.0071
2015-11-12,0.847,0.847,-0.7034
2015-11-11,0.853,0.853,-0.1171
2015-11-10,0.854,0.854,-0.3501
2015-11-09,0.857,0.857,0.3513
2015-11-06,0.854,0.854,0.8264
2015-11-05,0.847,0.847,1.4371
2015-11-04,0.835,0.835,4.1147
2015-11-03,0.802,0.802,-0.3727
2015-11-02,0.805,0.805,0.1244
2015-10-30,0.804,0.804,0.2494
2015-10-29,0.802,0.802,1.519
2015-10-28,0.79,0.79,-0.7538
2015-10-27,0.796,0.796,-0.3755
2015-10-26,0.799,0.799,1.1392
2015-10-23,0.79,0.79,3.6745
2015-10-22,0.762,0.762,1.7356
2015-10-21,0.749,0.749,-3.8511
2015-10-20,0.779,0.779,0.646
2015-10-19,0.774,0.774,-0.129
2015-10-16,0.775,0.775,0.3886
2015-10-15,0.772,0.772,1.7128
2015-10-14,0.759,0.759,-0.9138
2015-10-13,0.766,0.766,0.1307
2015-10-12,0.765,0.765,3.0997
2015-10-09,0.742,0.742,0.6784
2015-10-08,0.737,0.737,3.3661
2015-09-30,0.713,0.713,0.7062
2015-09-29,0.708,0.708,-0.5618
2015-09-28,0.712,0.712,0
2015-09-25,0.712,0.712,-1.385
2015-09-24,0.722,0.722,1.1204
2015-09-23,0.714,0.714,-2.5921
2015-09-22,0.733,0.733,0.9642
2015-09-21,0.726,0.726,1.9663
2015-09-18,0.712,0.712,0.2817
2015-09-17,0.71,0.71,-2.7397
2015-09-16,0.73,0.73,4.7346
2015-09-15,0.697,0.697,-1.9691
2015-09-14,0.711,0.711,-3.0014
2015-09-11,0.733,0.733,-0.2721
2015-09-10,0.735,0.735,-1.2097
2015-09-09,0.744,0.744,2.6207
2015-09-08,0.725,0.725,2.4011
2015-09-07,0.708,0.708,-2.6135
2015-09-02,0.727,0.727,0.5533
2015-09-01,0.723,0.723,-2.4291
2015-08-31,0.741,0.741,-1.7241
2015-08-28,0.754,0.754,2.8649
2015-08-27,0.733,0.733,4.8641
2015-08-26,0.699,0.699,0.8658
2015-08-25,0.693,0.693,-4.2818
2015-08-24,0.724,0.724,-9.1593
2015-08-21,0.797,0.797,-6.1249
2015-08-20,0.849,0.849,-2.0761
2015-08-19,0.867,0.867,2.3613
2015-08-18,0.847,0.847,-6.5121
2015-08-17,0.906,0.906,0.2212
2015-08-14,0.904,0.904,0.5562
2015-08-13,0.899,0.899,0.6719
2015-08-12,0.893,0.893,-1.326
2015-08-11,0.905,0.905,-0.2205
2015-08-10,0.907,0.907,3.7757
2015-08-07,0.874,0.874,1.8648
2015-08-06,0.858,0.858,-1.2658
2015-08-05,0.869,0.869,-2.5785
2015-08-04,0.892,0.892,3.1214
2015-08-03,0.865,0.865,0.9335
2015-07-31,0.857,0.857,1.3002
2015-07-30,0.846,0.846,-1.6279
2015-07-29,0.86,0.86,2.8708
2015-07-28,0.836,0.836,1.0883
2015-07-27,0.827,0.827,-9.2206
2015-07-24,0.911,0.911,-1.3001
2015-07-23,0.923,0.923,2.4417
2015-07-22,0.901,0.901,-0.1109
2015-07-21,0.902,0.902,0.7821
2015-07-20,0.895,0.895,-1.5402
2015-07-17,0.909,0.909,4.2431
2015-07-16,0.872,0.872,1.9883
2015-07-15,0.855,0.855,-5.6291
2015-07-14,0.906,0.906,-4.7319
2015-07-13,0.951,0.951,3.9344
2015-07-10,0.915,0.915,7.7739
2015-07-09,0.849,0.849,9.2664
2015-07-08,0.777,0.777,-5.8182
2015-07-07,0.825,0.825,-5.6064
2015-07-06,0.874,0.874,-1.3544
2015-07-03,0.886,0.886,-6.5401
2015-07-02,0.948,0.948,-6.601
2015-07-01,1.015,1.015,-3.6087
2015-06-30,1.053,1.053,2.9326
2015-06-29,1.023,1.023,2.505
2015-06-26,0.998,0.998,-5.9378
2015-06-25,1.061,1.061,-2.0314
2015-06-24,1.083,1.083,6.0725
2015-06-23,1.021,1.021,6.0228
2015-06-19,0.963,0.963,-6.0488
2015-06-18,1.025,1.025,-3.8462
2015-06-17,1.066,1.066,1.6206
2015-06-16,1.049,1.049,-3.1394
2015-06-15,1.083,1.083,0.7442
2015-06-12,1.075,1.075,2.5763
2015-06-11,1.048,1.048,0.4794
2015-06-10,1.043,1.043,1.5579
2015-06-09,1.027,1.027,-1.0597
2015-06-08,1.038,1.038,2.5692
2015-06-05,1.012,1.012,1.5045
2015-06-04,0.997,0.997,--
2015-05-29,0.995,0.995,--
2015-05-27,1.0,1.0,--
